File Name,Latency,CPU time (sec.),Max Memory (MB),Average Memory (MB),Total Requested Memory (MB),Delta Memory (MB),Max Swap (MB),Max Processes,Max Threads,Run time (sec.),Turnaround time (sec.),Protocols Seen,Number of Hosts,Hosts Used,Host Groups,Exclusive,0,1,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304,8388608,16777216
480264.out,4.39,212.30,82.11,36.42,-,-,725,11,13,106,50954,SHM-IBV,2,1*cn079.scarf.rl.ac.uk-1*cn052.scarf.rl.ac.uk,scarf10-scarf10,1,0.00,0.22,0.43,0.85,1.71,3.33,6.59,12.85,24.52,33.52,62.58,107.66,172.55,302.75,465.97,640.75,655.35,868.32,1021.25,1105.01,1171.66,1202.99,1219.00,1226.57,1230.24,1227.71
480265.out,4.35,212.00,66.05,31.06,-,-,709,11,13,107,51090,SHM-IBV,2,1*cn079.scarf.rl.ac.uk-1*cn052.scarf.rl.ac.uk,scarf10-scarf10,1,0.00,0.22,0.43,0.87,1.72,3.40,6.69,13.12,25.09,34.85,64.40,111.90,177.95,305.48,472.75,643.42,656.08,870.75,1017.94,1108.62,1168.98,1202.13,1218.37,1219.37,1226.81,1230.91
480266.out,4.38,212.71,82.09,36.42,-,-,725,11,13,107,51226,SHM-IBV,2,1*cn079.scarf.rl.ac.uk-1*cn052.scarf.rl.ac.uk,scarf10-scarf10,1,0.00,0.22,0.43,0.86,1.71,3.37,6.64,13.01,24.92,34.24,63.37,109.69,175.36,303.92,469.05,643.47,651.48,868.56,1019.08,1111.43,1170.73,1200.81,1219.06,1226.85,1230.29,1230.84
480258.out,86.32,2831.30,93.43,67.37,-,-,712,11,13,1413,51859,SHM-TCP,2,1*cn059.scarf.rl.ac.uk-1*cn071.scarf.rl.ac.uk,scarf10-scarf10,1,0.00,0.01,0.02,0.05,0.10,0.18,0.37,0.72,1.47,2.78,5.24,8.92,16.33,27.90,31.26,58.33,38.68,53.78,66.99,81.41,93.19,98.80,100.61,99.72,95.21,85.67
480257.out,88.78,2892.29,93.57,69.31,-,-,713,11,13,1465,51874,SHM-TCP,2,1*cn080.scarf.rl.ac.uk-1*cn078.scarf.rl.ac.uk,scarf10-scarf10,1,0.00,0.01,0.02,0.04,0.09,0.17,0.33,0.64,1.39,2.53,5.15,8.32,15.67,26.11,39.67,49.07,30.86,53.56,69.46,81.56,92.73,99.61,100.97,98.11,94.31,83.04
480260.out,89.89,2855.28,93.26,68.73,-,-,712,11,13,1440,51874,SHM-TCP,2,1*cn076.scarf.rl.ac.uk-1*cn069.scarf.rl.ac.uk,scarf10-scarf10,1,0.00,0.01,0.02,0.05,0.09,0.18,0.34,0.68,1.30,1.27,4.95,8.38,16.21,24.81,42.48,41.88,44.24,53.74,69.15,82.14,92.78,100.64,101.59,98.48,94.59,85.91
480261.out,91.01,2878.73,93.19,68.30,-,-,712,11,13,1450,51891,SHM-TCP,2,1*cn053.scarf.rl.ac.uk-1*cn067.scarf.rl.ac.uk,scarf10-scarf10,1,0.00,0.01,0.02,0.04,0.09,0.19,0.34,0.67,1.37,2.57,4.96,9.85,15.23,25.95,44.72,43.97,33.99,53.45,66.93,80.53,92.51,98.81,101.28,99.39,93.76,86.13
480259.out,91.45,2896.03,93.19,68.65,-,-,712,11,13,1451,51892,SHM-TCP,2,1*cn068.scarf.rl.ac.uk-1*cn074.scarf.rl.ac.uk,scarf10-scarf10,1,0.00,0.01,0.02,0.05,0.09,0.17,0.33,0.67,1.40,2.63,4.97,9.04,16.28,28.54,41.49,58.34,27.20,53.93,69.61,80.83,94.19,99.92,103.26,100.13,93.90,83.21
480312.out,0.14,98.00,13.45,13.45,-,-,563,7,9,55,82544,SHM,1,2*cn445.scarf.rl.ac.uk,scarf13,1,0.00,5.61,11.15,22.32,44.48,95.38,189.63,256.38,425.25,791.34,1375.42,1785.14,1951.17,2634.93,3155.17,3262.04,4859.20,6025.54,6593.37,7055.96,3888.89,3859.60,3882.17,3896.28,2421.95,2421.19
480313.out,0.15,98.37,13.46,13.46,-,-,563,7,9,55,82849,SHM,1,2*cn431.scarf.rl.ac.uk,scarf13,1,0.00,5.53,11.19,22.18,44.88,87.97,177.41,274.97,391.89,738.82,1293.34,1830.61,1909.33,2623.33,3196.57,3271.97,4878.19,3322.00,3614.07,3744.93,3832.15,3875.78,3913.23,3923.90,2424.43,2434.85
480314.out,0.14,98.28,13.46,13.46,-,-,563,7,9,51,82849,SHM,1,2*cn419.scarf.rl.ac.uk,scarf13,1,0.00,5.89,11.63,23.62,47.09,92.75,183.25,281.32,419.50,766.47,1332.03,1818.83,1946.31,2633.24,3181.67,3268.14,3337.42,3307.83,3610.48,3747.70,3818.41,3875.43,3902.00,3910.39,2422.93,2424.70
480315.out,0.15,104.43,13.45,13.45,-,-,563,7,9,64,82852,SHM,1,2*cn440.scarf.rl.ac.uk,scarf13,1,0.00,5.36,10.83,22.24,44.63,87.67,171.47,268.91,398.91,746.63,1278.40,1695.36,1866.27,2587.90,3135.69,3252.89,4894.31,6108.87,6670.20,7040.16,6428.47,3861.51,3885.68,3898.68,2241.87,2180.71
480308.out,6.19,86.41,13.55,13.52,-,-,563,7,9,55,82853,SHM-IBV,2,1*cn395.scarf.rl.ac.uk-1*cn408.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.15,0.30,0.61,1.21,2.41,4.80,9.61,18.86,36.71,71.10,128.60,228.21,353.11,595.31,883.90,770.82,1257.47,1801.11,2230.56,2550.33,2890.07,3043.76,3128.73,3173.34,3192.06
480311.out,6.59,86.57,13.58,13.55,-,-,563,7,9,48,82853,SHM-IBV,2,1*cn412.scarf.rl.ac.uk-1*cn447.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.14,0.30,0.60,1.15,2.28,4.60,9.05,17.89,34.87,67.25,121.26,217.33,341.95,582.48,882.54,755.82,1234.44,1761.99,2246.36,2550.93,2885.76,3038.42,3122.69,3177.65,3186.23
480307.out,6.73,96.94,13.57,13.57,-,-,563,7,9,63,82855,SHM-IBV,2,1*cn445.scarf.rl.ac.uk-1*cn464.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.14,0.28,0.56,1.12,2.26,4.52,9.00,17.81,34.68,66.81,121.94,218.43,336.26,569.55,858.38,746.92,1213.14,1751.65,2232.11,2521.16,2616.38,2653.01,2685.12,2737.93,2738.79
480309.out,6.56,98.79,13.58,13.55,-,-,563,7,9,56,82854,SHM-IBV,2,1*cn429.scarf.rl.ac.uk-1*cn411.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.15,0.29,0.58,1.16,2.33,4.59,9.14,18.04,35.22,68.16,123.88,218.75,344.94,584.05,873.96,745.40,1203.54,1707.77,2084.93,2316.62,2568.52,2666.13,2707.68,2731.72,2751.70
480310.out,6.66,110.98,13.59,13.57,-,-,563,7,9,62,82856,SHM-IBV,2,1*cn391.scarf.rl.ac.uk-1*cn427.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.14,0.29,0.57,1.14,2.26,4.52,8.89,17.77,34.35,66.56,119.77,217.48,340.50,564.18,823.10,716.66,1120.53,1452.95,1852.44,2090.18,2244.00,2304.75,2293.85,2316.85,2832.50
480316.out,0.15,102.60,13.46,13.46,-,-,563,7,9,62,82871,SHM,1,2*cn423.scarf.rl.ac.uk,scarf13,1,0.00,5.40,10.77,21.87,43.87,87.73,171.01,265.97,395.67,752.39,1273.24,1762.86,1907.33,2626.90,3179.66,3273.61,3126.12,3325.60,3629.08,3750.51,3833.41,3891.37,3918.43,3928.36,2431.29,2206.31
480327.out,0.13,99.23,13.45,13.45,-,-,563,7,9,56,82935,SHM,1,2*cn271.scarf.rl.ac.uk,scarf14,1,0.00,6.76,13.58,26.78,54.33,107.11,214.05,279.32,482.56,882.76,1542.75,2068.69,2312.82,3152.59,3746.20,2511.49,2939.13,3455.51,3708.03,3846.47,3916.69,3957.66,3974.13,3978.25,2329.56,2332.92
480328.out,0.13,100.00,13.45,13.45,-,-,563,7,9,51,82940,SHM,1,2*cn307.scarf.rl.ac.uk,scarf14,1,0.00,6.56,13.57,26.78,54.10,105.96,214.23,313.73,476.72,901.01,1538.11,2122.83,2211.66,3124.93,3734.46,3023.99,2913.07,3405.15,3706.39,3846.39,3918.73,3957.75,3973.15,3978.50,2318.91,2321.63
480323.out,2.50,76.00,13.58,13.58,-,-,563,7,9,47,82950,SHM-IBV,2,1*cn292.scarf.rl.ac.uk-1*cn278.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.38,0.76,1.59,3.00,5.64,11.07,21.76,46.09,55.34,92.03,137.31,285.92,490.52,809.92,1169.18,1934.93,2545.72,2998.78,3276.82,3438.53,3531.29,3583.07,3595.43,3451.01,3441.40
480322.out,2.06,76.00,13.57,13.57,-,-,563,7,9,50,82950,SHM-IBV,2,1*cn297.scarf.rl.ac.uk-1*cn284.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.46,0.92,1.83,4.01,6.78,13.06,25.59,54.60,66.70,115.93,180.14,342.29,552.59,862.41,1215.62,1965.29,2578.60,3014.52,3293.59,3455.16,3543.79,3591.04,3602.61,3464.26,3447.35
480326.out,2.10,90.00,13.58,13.58,-,-,563,7,9,53,82954,SHM-IBV,2,1*cn269.scarf.rl.ac.uk-1*cn295.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.45,0.90,1.78,3.85,6.47,12.78,24.94,48.05,60.97,102.49,150.52,288.92,472.05,810.68,1152.97,1740.80,2241.27,2603.19,2774.83,2857.38,2910.20,2960.21,3014.84,2834.83,2902.81
480325.out,2.27,90.11,13.57,13.57,-,-,563,7,9,55,82955,SHM-IBV,2,1*cn288.scarf.rl.ac.uk-1*cn275.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.42,0.85,1.71,3.67,6.24,12.10,23.59,47.12,60.36,102.48,148.02,269.88,462.14,807.87,1167.26,1698.18,2275.79,2541.58,2716.54,2819.14,2890.71,2959.86,3005.72,2837.97,2886.29
480324.out,2.15,104.19,13.57,13.57,-,-,563,7,9,58,82966,SHM-IBV,2,1*cn282.scarf.rl.ac.uk-1*cn286.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.45,0.92,1.84,4.00,6.47,12.42,24.73,47.52,65.66,109.14,155.63,283.86,477.77,821.20,1147.58,1645.47,2011.01,2171.54,2286.86,2323.45,2393.76,2489.33,2430.03,2309.87,3119.19
480329.out,0.14,102.00,13.45,13.43,-,-,563,7,9,66,83002,SHM,1,2*cn271.scarf.rl.ac.uk,scarf14,1,0.00,6.29,12.72,25.26,50.67,100.71,191.90,349.73,452.90,843.49,1442.25,2057.77,2228.21,3090.15,3683.45,4100.48,5708.84,3423.90,3699.42,3839.07,3900.65,3942.29,3964.80,3963.22,2328.57,2331.90
480330.out,0.14,103.00,13.46,13.43,-,-,563,7,9,61,83002,SHM,1,2*cn307.scarf.rl.ac.uk,scarf14,1,0.00,6.45,13.02,25.28,52.07,102.73,201.42,320.40,460.64,861.23,1504.78,2089.26,2279.04,3142.61,3726.39,2267.92,2922.22,3441.63,3713.82,3855.41,3918.70,3957.86,3977.10,3983.94,2325.26,2326.48
480331.out,0.14,99.13,13.44,13.44,-,-,563,7,9,51,83020,SHM,1,2*cn278.scarf.rl.ac.uk,scarf14,1,0.00,6.53,13.06,25.87,52.07,103.48,205.62,289.92,460.64,874.84,1486.21,2056.22,2242.54,3101.56,3721.94,4094.72,5783.40,7406.14,7899.41,5896.23,3903.67,3950.06,3979.96,3977.92,2317.91,2324.13
480317.out,25.76,2319.32,93.65,65.56,-,-,712,11,13,1166,83141,SHM-TCP,2,1*cn256.scarf.rl.ac.uk-1*cn290.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.04,0.07,0.15,0.29,0.57,1.10,2.16,4.13,7.57,13.02,18.79,26.76,17.77,32.91,63.16,57.69,67.41,83.20,101.52,104.95,108.97,109.89,110.95,111.77,111.94
480306.out,28.15,2663.10,93.59,69.18,-,-,712,11,13,1345,83826,SHM-TCP,2,1*cn446.scarf.rl.ac.uk-1*cn460.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.04,0.07,0.14,0.27,0.54,1.07,2.13,3.93,6.99,11.15,18.42,24.17,16.48,32.45,62.52,57.37,67.21,83.11,101.13,104.85,108.88,109.93,110.98,104.75,88.51
480305.out,26.70,2666.64,93.52,68.43,-,-,712,11,13,1340,83838,SHM-TCP,2,1*cn449.scarf.rl.ac.uk-1*cn451.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.04,0.07,0.14,0.28,0.55,1.05,1.98,3.86,6.91,11.19,19.32,26.78,16.44,32.00,60.76,57.33,67.04,83.01,101.10,104.94,108.93,109.96,110.98,104.62,88.25
480302.out,25.17,2673.27,93.59,68.85,-,-,712,11,13,1347,83840,SHM-TCP,2,1*cn452.scarf.rl.ac.uk-1*cn399.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.04,0.07,0.13,0.25,0.51,1.01,2.00,3.96,6.67,10.91,18.47,25.50,16.70,31.76,59.95,57.10,67.18,82.82,101.09,104.67,108.87,109.84,110.87,104.76,87.80
480304.out,47.80,2716.42,93.36,68.97,-,-,712,11,13,1363,83857,SHM-TCP,2,1*cn443.scarf.rl.ac.uk-1*cn421.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.02,0.04,0.08,0.16,0.31,0.62,1.25,2.50,4.98,9.21,12.74,18.56,18.25,34.03,63.14,54.52,68.11,83.87,96.75,104.35,107.70,109.84,109.25,101.65,86.68
480303.out,48.26,2721.28,93.37,68.98,-,-,712,11,13,1361,83858,SHM-TCP,2,1*cn434.scarf.rl.ac.uk-1*cn463.scarf.rl.ac.uk,scarf13-scarf13,1,0.00,0.02,0.04,0.08,0.15,0.31,0.62,1.25,2.50,5.00,9.22,12.61,18.66,18.69,33.83,64.70,52.05,68.82,84.02,96.65,104.17,108.02,109.89,108.42,101.01,86.59
480321.out,26.00,2318.11,93.84,64.32,-,-,712,11,13,1163,84047,SHM-TCP,2,1*cn299.scarf.rl.ac.uk-1*cn280.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.04,0.07,0.15,0.28,0.56,1.09,2.13,4.08,7.56,13.03,20.15,26.61,16.78,33.34,64.29,57.62,67.44,83.18,101.39,104.88,108.91,109.86,110.93,111.76,111.94
480319.out,25.83,2319.67,93.36,64.99,-,-,712,11,13,1173,84047,SHM-TCP,2,1*cn266.scarf.rl.ac.uk-1*cn308.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.04,0.07,0.15,0.29,0.57,1.09,2.14,4.09,7.55,13.00,17.71,26.49,17.00,33.65,62.82,57.49,67.35,83.15,101.39,104.89,108.91,109.10,110.94,111.77,111.95
480320.out,25.77,2321.00,93.47,64.09,-,-,712,11,13,1155,84048,SHM-TCP,2,1*cn310.scarf.rl.ac.uk-1*cn276.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.04,0.07,0.15,0.29,0.57,1.09,2.16,4.14,7.49,13.01,18.91,26.24,16.82,32.17,64.18,57.74,67.39,83.17,101.45,104.97,108.94,109.88,110.93,111.77,111.93
480318.out,31.31,2333.21,93.59,65.19,-,-,712,11,13,1170,84065,SHM-TCP,2,1*cn260.scarf.rl.ac.uk-1*cn267.scarf.rl.ac.uk,scarf14-scarf14,1,0.00,0.03,0.06,0.11,0.16,0.32,0.62,1.25,2.49,4.98,9.21,13.23,18.75,20.61,34.61,65.88,53.29,67.42,84.41,97.69,104.03,107.97,109.76,110.70,111.22,111.31
