File Name,Latency,CPU time (sec.),Max Memory (MB),Average Memory (MB),Total Requested Memory (MB),Delta Memory (MB),Max Swap (MB),Max Processes,Max Threads,Run time (sec.),Turnaround time (sec.),Protocols Seen,Number of Hosts,Hosts Used,Host Groups,Exclusive,0,1,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304,8388608,16777216
481922.out,84.17,2801.71,93.32,69.35,-,-,712,11,13,1413,60554,SHM-TCP,2,1*cn357.scarf.rl.ac.uk-1*cn342.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.01,0.02,0.05,0.09,0.18,0.35,0.72,1.61,3.85,7.01,10.01,18.13,28.94,45.73,55.70,49.23,54.41,74.01,86.16,96.21,99.51,102.43,101.37,96.98,86.98
481923.out,82.42,2775.00,93.47,67.07,-,-,712,11,13,1396,61952,SHM-TCP,2,1*cn357.scarf.rl.ac.uk-1*cn350.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.01,0.02,0.05,0.09,0.18,0.36,0.73,1.40,2.72,5.26,10.68,18.40,29.51,46.57,56.02,51.51,52.86,71.96,81.93,94.63,102.68,104.23,102.18,98.24,87.28
481924.out,84.39,2783.78,93.32,69.44,-,-,712,11,13,1397,63379,SHM-TCP,2,1*cn350.scarf.rl.ac.uk-1*cn357.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.01,0.02,0.05,0.11,0.21,0.43,0.75,1.38,2.84,5.17,9.07,17.21,27.84,46.12,56.89,49.67,52.81,73.78,83.22,95.00,100.13,101.97,101.32,97.19,87.99
481925.out,83.96,2768.52,93.55,67.79,-,-,712,11,13,1397,64780,SHM-TCP,2,1*cn357.scarf.rl.ac.uk-1*cn350.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.01,0.02,0.05,0.09,0.18,0.36,0.74,1.41,2.72,5.18,9.22,18.36,29.27,46.54,57.40,51.29,54.17,73.87,86.37,97.32,104.92,104.34,101.72,96.41,88.66
481926.out,70.21,2775.82,93.52,68.52,-,-,712,11,13,1401,66181,SHM-TCP,2,1*cn350.scarf.rl.ac.uk-1*cn357.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.01,0.02,0.05,0.09,0.18,0.38,0.70,1.42,2.81,5.16,11.99,18.39,28.99,45.11,54.59,49.51,56.21,76.27,83.81,95.49,100.49,102.59,101.19,97.04,88.50
481927.out,1.94,84.83,13.58,13.58,-,-,563,7,9,53,66242,SHM-IBV,2,1*cn357.scarf.rl.ac.uk-1*cn350.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.49,0.98,1.92,3.91,7.59,14.78,28.91,53.35,67.91,126.65,214.63,354.92,599.82,891.19,1236.78,1682.55,2212.58,2621.56,2892.55,3055.40,3162.97,3180.75,3218.68,3040.39,3037.25
481928.out,1.98,84.78,13.58,13.58,-,-,563,7,9,43,66305,SHM-IBV,2,1*cn357.scarf.rl.ac.uk-1*cn350.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.49,0.99,1.98,3.93,7.59,14.81,28.89,53.79,67.90,126.53,215.32,354.56,599.03,893.26,1234.30,1681.28,2213.72,2617.50,2888.85,3054.60,3162.48,3180.16,3218.23,3040.23,3037.19
481929.out,1.91,85.07,13.57,13.57,-,-,563,7,9,47,66370,SHM-IBV,2,1*cn357.scarf.rl.ac.uk-1*cn350.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.50,1.00,1.98,3.93,7.72,15.19,29.61,54.99,70.61,131.47,221.29,364.96,605.34,905.07,1239.83,1669.56,2205.33,2614.00,2887.65,3052.05,3145.65,3180.25,3218.59,3040.21,3037.22
481930.out,1.89,84.89,13.58,13.58,-,-,563,7,9,58,66452,SHM-IBV,2,1*cn357.scarf.rl.ac.uk-1*cn350.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.50,1.00,1.99,3.98,7.61,15.04,29.51,55.05,70.40,131.56,219.45,363.98,604.07,903.43,1239.44,1671.57,2204.20,2613.40,2886.47,3051.60,3161.13,3179.71,3218.26,3040.15,3037.12
481931.out,1.91,85.05,13.58,13.58,-,-,563,7,9,59,66514,SHM-IBV,2,1*cn357.scarf.rl.ac.uk-1*cn350.scarf.rl.ac.uk,scarf11-scarf11,1,0.00,0.50,1.00,2.00,3.98,7.81,15.21,29.80,55.93,72.76,136.37,224.73,373.70,609.16,914.22,1243.18,1660.12,2195.57,2608.30,2883.25,3052.02,3155.76,3179.42,3218.17,3040.05,3037.16
